model,doc_a,doc_b,cosine
hf.co/mykor/KURE-v1-gguf,개발/API설계.md,마케팅/브랜드가이드.md,0.503292
hf.co/mykor/KURE-v1-gguf,개발/API설계.md,마케팅/소셜미디어전략.md,0.469110
hf.co/mykor/KURE-v1-gguf,개발/API설계.md,마케팅/캠페인기획.md,0.411583
hf.co/mykor/KURE-v1-gguf,개발/API설계.md,마케팅/파트너십제휴.md,0.434728
hf.co/mykor/KURE-v1-gguf,개발/API설계.md,법무/계약검토메모.md,0.406025
hf.co/mykor/KURE-v1-gguf,개발/API설계.md,인사/복지제도.md,0.387797
hf.co/mykor/KURE-v1-gguf,개발/API설계.md,인사/온보딩.md,0.510005
hf.co/mykor/KURE-v1-gguf,개발/API설계.md,인사/조직개편.md,0.505662
hf.co/mykor/KURE-v1-gguf,개발/API설계.md,인사/채용계획.md,0.443718
hf.co/mykor/KURE-v1-gguf,개발/API설계.md,인사/평가제도.md,0.414892
hf.co/mykor/KURE-v1-gguf,개발/API설계.md,재무/감사대응.md,0.411542
hf.co/mykor/KURE-v1-gguf,개발/API설계.md,재무/예산계획.md,0.405499
hf.co/mykor/KURE-v1-gguf,개발/API설계.md,재무/원가분석.md,0.434500
hf.co/mykor/KURE-v1-gguf,개발/API설계.md,재무/지출보고.md,0.394633
hf.co/mykor/KURE-v1-gguf,개발/API설계.md,재무/투자계획.md,0.514895
hf.co/mykor/KURE-v1-gguf,개발/API설계.md,재무/회계정책.md,0.452300
hf.co/mykor/KURE-v1-gguf,개발/README.md,개발/그래프설계.md,0.660693
hf.co/mykor/KURE-v1-gguf,개발/README.md,개발/벡터설계.md,0.638914
hf.co/mykor/KURE-v1-gguf,개발/README.md,개발/아키텍처.md,0.647412
hf.co/mykor/KURE-v1-gguf,개발/README.md,개발/테스트전략.md,0.626718
hf.co/mykor/KURE-v1-gguf,개발/README.md,기타/메모.md,0.433013
hf.co/mykor/KURE-v1-gguf,개발/README.md,마케팅/고객설문분석.md,0.438983
hf.co/mykor/KURE-v1-gguf,개발/README.md,마케팅/브랜드가이드.md,0.485877
hf.co/mykor/KURE-v1-gguf,개발/README.md,마케팅/소셜미디어전략.md,0.486835
hf.co/mykor/KURE-v1-gguf,개발/README.md,마케팅/캠페인기획.md,0.429057
hf.co/mykor/KURE-v1-gguf,개발/README.md,마케팅/파트너십제휴.md,0.439734
hf.co/mykor/KURE-v1-gguf,개발/README.md,법무/계약검토메모.md,0.467053
hf.co/mykor/KURE-v1-gguf,개발/README.md,인사/복지제도.md,0.446583
hf.co/mykor/KURE-v1-gguf,개발/README.md,인사/온보딩.md,0.604421
hf.co/mykor/KURE-v1-gguf,개발/README.md,인사/조직개편.md,0.589702
hf.co/mykor/KURE-v1-gguf,개발/README.md,인사/채용계획.md,0.494886
hf.co/mykor/KURE-v1-gguf,개발/README.md,인사/평가제도.md,0.503477
hf.co/mykor/KURE-v1-gguf,개발/README.md,재무/감사대응.md,0.455041
hf.co/mykor/KURE-v1-gguf,개발/README.md,재무/예산계획.md,0.502404
hf.co/mykor/KURE-v1-gguf,개발/README.md,재무/원가분석.md,0.532037
hf.co/mykor/KURE-v1-gguf,개발/README.md,재무/지출보고.md,0.523945
hf.co/mykor/KURE-v1-gguf,개발/README.md,재무/투자계획.md,0.458198
hf.co/mykor/KURE-v1-gguf,개발/README.md,재무/회계정책.md,0.491722
hf.co/mykor/KURE-v1-gguf,개발/그래프설계.md,개발/벡터설계.md,0.704538
hf.co/mykor/KURE-v1-gguf,개발/그래프설계.md,개발/아키텍처.md,0.691584
hf.co/mykor/KURE-v1-gguf,개발/그래프설계.md,개발/테스트전략.md,0.612474
hf.co/mykor/KURE-v1-gguf,개발/그래프설계.md,기타/메모.md,0.376769
hf.co/mykor/KURE-v1-gguf,개발/그래프설계.md,마케팅/고객설문분석.md,0.434074
hf.co/mykor/KURE-v1-gguf,개발/그래프설계.md,마케팅/브랜드가이드.md,0.520089
hf.co/mykor/KURE-v1-gguf,개발/그래프설계.md,마케팅/소셜미디어전략.md,0.497244
hf.co/mykor/KURE-v1-gguf,개발/그래프설계.md,마케팅/캠페인기획.md,0.396892
hf.co/mykor/KURE-v1-gguf,개발/그래프설계.md,마케팅/파트너십제휴.md,0.434461
hf.co/mykor/KURE-v1-gguf,개발/그래프설계.md,법무/계약검토메모.md,0.452952
hf.co/mykor/KURE-v1-gguf,개발/그래프설계.md,인사/복지제도.md,0.392751
hf.co/mykor/KURE-v1-gguf,개발/그래프설계.md,인사/온보딩.md,0.475191
hf.co/mykor/KURE-v1-gguf,개발/그래프설계.md,인사/조직개편.md,0.516473
hf.co/mykor/KURE-v1-gguf,개발/그래프설계.md,인사/채용계획.md,0.447276
hf.co/mykor/KURE-v1-gguf,개발/그래프설계.md,인사/평가제도.md,0.452149
hf.co/mykor/KURE-v1-gguf,개발/그래프설계.md,재무/감사대응.md,0.408072
hf.co/mykor/KURE-v1-gguf,개발/그래프설계.md,재무/예산계획.md,0.443880
hf.co/mykor/KURE-v1-gguf,개발/그래프설계.md,재무/원가분석.md,0.510311
hf.co/mykor/KURE-v1-gguf,개발/그래프설계.md,재무/지출보고.md,0.430332
hf.co/mykor/KURE-v1-gguf,개발/그래프설계.md,재무/투자계획.md,0.444468
hf.co/mykor/KURE-v1-gguf,개발/그래프설계.md,재무/회계정책.md,0.452149
hf.co/mykor/KURE-v1-gguf,개발/벡터설계.md,개발/아키텍처.md,0.690088
hf.co/mykor/KURE-v1-gguf,개발/벡터설계.md,개발/테스트전략.md,0.618312
hf.co/mykor/KURE-v1-gguf,개발/벡터설계.md,기타/메모.md,0.359311
hf.co/mykor/KURE-v1-gguf,개발/벡터설계.md,마케팅/고객설문분석.md,0.395508
hf.co/mykor/KURE-v1-gguf,개발/벡터설계.md,마케팅/브랜드가이드.md,0.439704
hf.co/mykor/KURE-v1-gguf,개발/벡터설계.md,마케팅/소셜미디어전략.md,0.446046
hf.co/mykor/KURE-v1-gguf,개발/벡터설계.md,마케팅/캠페인기획.md,0.392017
hf.co/mykor/KURE-v1-gguf,개발/벡터설계.md,마케팅/파트너십제휴.md,0.440717
hf.co/mykor/KURE-v1-gguf,개발/벡터설계.md,법무/계약검토메모.md,0.414891
hf.co/mykor/KURE-v1-gguf,개발/벡터설계.md,인사/복지제도.md,0.378774
hf.co/mykor/KURE-v1-gguf,개발/벡터설계.md,인사/온보딩.md,0.464839
hf.co/mykor/KURE-v1-gguf,개발/벡터설계.md,인사/조직개편.md,0.502002
hf.co/mykor/KURE-v1-gguf,개발/벡터설계.md,인사/채용계획.md,0.425435
hf.co/mykor/KURE-v1-gguf,개발/벡터설계.md,인사/평가제도.md,0.401184
hf.co/mykor/KURE-v1-gguf,개발/벡터설계.md,재무/감사대응.md,0.377089
hf.co/mykor/KURE-v1-gguf,개발/벡터설계.md,재무/예산계획.md,0.439757
hf.co/mykor/KURE-v1-gguf,개발/벡터설계.md,재무/원가분석.md,0.457857
hf.co/mykor/KURE-v1-gguf,개발/벡터설계.md,재무/지출보고.md,0.402587
hf.co/mykor/KURE-v1-gguf,개발/벡터설계.md,재무/투자계획.md,0.402769
hf.co/mykor/KURE-v1-gguf,개발/벡터설계.md,재무/회계정책.md,0.433967
hf.co/mykor/KURE-v1-gguf,개발/아키텍처.md,개발/테스트전략.md,0.668196
hf.co/mykor/KURE-v1-gguf,개발/아키텍처.md,기타/메모.md,0.400006
hf.co/mykor/KURE-v1-gguf,개발/아키텍처.md,마케팅/고객설문분석.md,0.358706
hf.co/mykor/KURE-v1-gguf,개발/아키텍처.md,마케팅/브랜드가이드.md,0.518571
hf.co/mykor/KURE-v1-gguf,개발/아키텍처.md,마케팅/소셜미디어전략.md,0.473905
hf.co/mykor/KURE-v1-gguf,개발/아키텍처.md,마케팅/캠페인기획.md,0.388716
hf.co/mykor/KURE-v1-gguf,개발/아키텍처.md,마케팅/파트너십제휴.md,0.392596
hf.co/mykor/KURE-v1-gguf,개발/아키텍처.md,법무/계약검토메모.md,0.409081
hf.co/mykor/KURE-v1-gguf,개발/아키텍처.md,인사/복지제도.md,0.383563
hf.co/mykor/KURE-v1-gguf,개발/아키텍처.md,인사/온보딩.md,0.513414
hf.co/mykor/KURE-v1-gguf,개발/아키텍처.md,인사/조직개편.md,0.537614
hf.co/mykor/KURE-v1-gguf,개발/아키텍처.md,인사/채용계획.md,0.448384
hf.co/mykor/KURE-v1-gguf,개발/아키텍처.md,인사/평가제도.md,0.433636
hf.co/mykor/KURE-v1-gguf,개발/아키텍처.md,재무/감사대응.md,0.363060
hf.co/mykor/KURE-v1-gguf,개발/아키텍처.md,재무/예산계획.md,0.436250
hf.co/mykor/KURE-v1-gguf,개발/아키텍처.md,재무/원가분석.md,0.462485
hf.co/mykor/KURE-v1-gguf,개발/아키텍처.md,재무/지출보고.md,0.409146
hf.co/mykor/KURE-v1-gguf,개발/아키텍처.md,재무/투자계획.md,0.434748
hf.co/mykor/KURE-v1-gguf,개발/아키텍처.md,재무/회계정책.md,0.476692
hf.co/mykor/KURE-v1-gguf,개발/테스트전략.md,기타/메모.md,0.416117
hf.co/mykor/KURE-v1-gguf,개발/테스트전략.md,마케팅/고객설문분석.md,0.451489
hf.co/mykor/KURE-v1-gguf,개발/테스트전략.md,마케팅/브랜드가이드.md,0.526070
hf.co/mykor/KURE-v1-gguf,개발/테스트전략.md,마케팅/소셜미디어전략.md,0.535333
hf.co/mykor/KURE-v1-gguf,개발/테스트전략.md,마케팅/캠페인기획.md,0.415666
hf.co/mykor/KURE-v1-gguf,개발/테스트전략.md,마케팅/파트너십제휴.md,0.419276
hf.co/mykor/KURE-v1-gguf,개발/테스트전략.md,법무/계약검토메모.md,0.452389
hf.co/mykor/KURE-v1-gguf,개발/테스트전략.md,인사/복지제도.md,0.396027
hf.co/mykor/KURE-v1-gguf,개발/테스트전략.md,인사/온보딩.md,0.497415
hf.co/mykor/KURE-v1-gguf,개발/테스트전략.md,인사/조직개편.md,0.486229
hf.co/mykor/KURE-v1-gguf,개발/테스트전략.md,인사/채용계획.md,0.462655
hf.co/mykor/KURE-v1-gguf,개발/테스트전략.md,인사/평가제도.md,0.450907
hf.co/mykor/KURE-v1-gguf,개발/테스트전략.md,재무/감사대응.md,0.442914
hf.co/mykor/KURE-v1-gguf,개발/테스트전략.md,재무/예산계획.md,0.412322
hf.co/mykor/KURE-v1-gguf,개발/테스트전략.md,재무/원가분석.md,0.418230
hf.co/mykor/KURE-v1-gguf,개발/테스트전략.md,재무/지출보고.md,0.411004
hf.co/mykor/KURE-v1-gguf,개발/테스트전략.md,재무/투자계획.md,0.414240
hf.co/mykor/KURE-v1-gguf,개발/테스트전략.md,재무/회계정책.md,0.439859
hf.co/mykor/KURE-v1-gguf,기타/메모.md,마케팅/고객설문분석.md,0.472751
hf.co/mykor/KURE-v1-gguf,기타/메모.md,마케팅/브랜드가이드.md,0.458249
hf.co/mykor/KURE-v1-gguf,기타/메모.md,마케팅/소셜미디어전략.md,0.447957
hf.co/mykor/KURE-v1-gguf,기타/메모.md,마케팅/캠페인기획.md,0.432896
hf.co/mykor/KURE-v1-gguf,기타/메모.md,마케팅/파트너십제휴.md,0.421117
hf.co/mykor/KURE-v1-gguf,기타/메모.md,법무/계약검토메모.md,0.403042
hf.co/mykor/KURE-v1-gguf,기타/메모.md,인사/복지제도.md,0.464010
hf.co/mykor/KURE-v1-gguf,기타/메모.md,인사/온보딩.md,0.486492
hf.co/mykor/KURE-v1-gguf,기타/메모.md,인사/조직개편.md,0.458597
hf.co/mykor/KURE-v1-gguf,기타/메모.md,인사/채용계획.md,0.487677
hf.co/mykor/KURE-v1-gguf,기타/메모.md,인사/평가제도.md,0.481466
hf.co/mykor/KURE-v1-gguf,기타/메모.md,재무/감사대응.md,0.518957
hf.co/mykor/KURE-v1-gguf,기타/메모.md,재무/예산계획.md,0.452602
hf.co/mykor/KURE-v1-gguf,기타/메모.md,재무/원가분석.md,0.409859
hf.co/mykor/KURE-v1-gguf,기타/메모.md,재무/지출보고.md,0.434402
hf.co/mykor/KURE-v1-gguf,기타/메모.md,재무/투자계획.md,0.439548
hf.co/mykor/KURE-v1-gguf,기타/메모.md,재무/회계정책.md,0.533945
hf.co/mykor/KURE-v1-gguf,마케팅/고객설문분석.md,마케팅/브랜드가이드.md,0.534930
hf.co/mykor/KURE-v1-gguf,마케팅/고객설문분석.md,마케팅/소셜미디어전략.md,0.661682
hf.co/mykor/KURE-v1-gguf,마케팅/고객설문분석.md,마케팅/캠페인기획.md,0.627960
hf.co/mykor/KURE-v1-gguf,마케팅/고객설문분석.md,마케팅/파트너십제휴.md,0.555590
hf.co/mykor/KURE-v1-gguf,마케팅/고객설문분석.md,법무/계약검토메모.md,0.397460
hf.co/mykor/KURE-v1-gguf,마케팅/고객설문분석.md,인사/복지제도.md,0.448530
hf.co/mykor/KURE-v1-gguf,마케팅/고객설문분석.md,인사/온보딩.md,0.465254
hf.co/mykor/KURE-v1-gguf,마케팅/고객설문분석.md,인사/조직개편.md,0.440821
hf.co/mykor/KURE-v1-gguf,마케팅/고객설문분석.md,인사/채용계획.md,0.481090
hf.co/mykor/KURE-v1-gguf,마케팅/고객설문분석.md,인사/평가제도.md,0.475675
hf.co/mykor/KURE-v1-gguf,마케팅/고객설문분석.md,재무/감사대응.md,0.519003
hf.co/mykor/KURE-v1-gguf,마케팅/고객설문분석.md,재무/예산계획.md,0.475253
hf.co/mykor/KURE-v1-gguf,마케팅/고객설문분석.md,재무/원가분석.md,0.481179
hf.co/mykor/KURE-v1-gguf,마케팅/고객설문분석.md,재무/지출보고.md,0.509990
hf.co/mykor/KURE-v1-gguf,마케팅/고객설문분석.md,재무/투자계획.md,0.459524
hf.co/mykor/KURE-v1-gguf,마케팅/고객설문분석.md,재무/회계정책.md,0.428817
hf.co/mykor/KURE-v1-gguf,마케팅/브랜드가이드.md,마케팅/소셜미디어전략.md,0.684280
hf.co/mykor/KURE-v1-gguf,마케팅/브랜드가이드.md,마케팅/캠페인기획.md,0.632401
hf.co/mykor/KURE-v1-gguf,마케팅/브랜드가이드.md,마케팅/파트너십제휴.md,0.633503
hf.co/mykor/KURE-v1-gguf,마케팅/브랜드가이드.md,법무/계약검토메모.md,0.519716
hf.co/mykor/KURE-v1-gguf,마케팅/브랜드가이드.md,인사/복지제도.md,0.442745
hf.co/mykor/KURE-v1-gguf,마케팅/브랜드가이드.md,인사/온보딩.md,0.498004
hf.co/mykor/KURE-v1-gguf,마케팅/브랜드가이드.md,인사/조직개편.md,0.467357
hf.co/mykor/KURE-v1-gguf,마케팅/브랜드가이드.md,인사/채용계획.md,0.439847
hf.co/mykor/KURE-v1-gguf,마케팅/브랜드가이드.md,인사/평가제도.md,0.471289
hf.co/mykor/KURE-v1-gguf,마케팅/브랜드가이드.md,재무/감사대응.md,0.463375
hf.co/mykor/KURE-v1-gguf,마케팅/브랜드가이드.md,재무/예산계획.md,0.465117
hf.co/mykor/KURE-v1-gguf,마케팅/브랜드가이드.md,재무/원가분석.md,0.412407
hf.co/mykor/KURE-v1-gguf,마케팅/브랜드가이드.md,재무/지출보고.md,0.431712
hf.co/mykor/KURE-v1-gguf,마케팅/브랜드가이드.md,재무/투자계획.md,0.408114
hf.co/mykor/KURE-v1-gguf,마케팅/브랜드가이드.md,재무/회계정책.md,0.568602
hf.co/mykor/KURE-v1-gguf,마케팅/소셜미디어전략.md,마케팅/캠페인기획.md,0.668238
hf.co/mykor/KURE-v1-gguf,마케팅/소셜미디어전략.md,마케팅/파트너십제휴.md,0.656750
hf.co/mykor/KURE-v1-gguf,마케팅/소셜미디어전략.md,법무/계약검토메모.md,0.413152
hf.co/mykor/KURE-v1-gguf,마케팅/소셜미디어전략.md,인사/복지제도.md,0.472437
hf.co/mykor/KURE-v1-gguf,마케팅/소셜미디어전략.md,인사/온보딩.md,0.524717
hf.co/mykor/KURE-v1-gguf,마케팅/소셜미디어전략.md,인사/조직개편.md,0.479562
hf.co/mykor/KURE-v1-gguf,마케팅/소셜미디어전략.md,인사/채용계획.md,0.467493
hf.co/mykor/KURE-v1-gguf,마케팅/소셜미디어전략.md,인사/평가제도.md,0.474075
hf.co/mykor/KURE-v1-gguf,마케팅/소셜미디어전략.md,재무/감사대응.md,0.490378
hf.co/mykor/KURE-v1-gguf,마케팅/소셜미디어전략.md,재무/예산계획.md,0.488168
hf.co/mykor/KURE-v1-gguf,마케팅/소셜미디어전략.md,재무/원가분석.md,0.450876
hf.co/mykor/KURE-v1-gguf,마케팅/소셜미디어전략.md,재무/지출보고.md,0.480200
hf.co/mykor/KURE-v1-gguf,마케팅/소셜미디어전략.md,재무/투자계획.md,0.433953
hf.co/mykor/KURE-v1-gguf,마케팅/소셜미디어전략.md,재무/회계정책.md,0.541200
hf.co/mykor/KURE-v1-gguf,마케팅/캠페인기획.md,마케팅/파트너십제휴.md,0.742637
hf.co/mykor/KURE-v1-gguf,마케팅/캠페인기획.md,법무/계약검토메모.md,0.420875
hf.co/mykor/KURE-v1-gguf,마케팅/캠페인기획.md,인사/복지제도.md,0.510638
hf.co/mykor/KURE-v1-gguf,마케팅/캠페인기획.md,인사/온보딩.md,0.505930
hf.co/mykor/KURE-v1-gguf,마케팅/캠페인기획.md,인사/조직개편.md,0.571364
hf.co/mykor/KURE-v1-gguf,마케팅/캠페인기획.md,인사/채용계획.md,0.559749
hf.co/mykor/KURE-v1-gguf,마케팅/캠페인기획.md,인사/평가제도.md,0.520594
hf.co/mykor/KURE-v1-gguf,마케팅/캠페인기획.md,재무/감사대응.md,0.574967
hf.co/mykor/KURE-v1-gguf,마케팅/캠페인기획.md,재무/예산계획.md,0.616875
hf.co/mykor/KURE-v1-gguf,마케팅/캠페인기획.md,재무/원가분석.md,0.536620
hf.co/mykor/KURE-v1-gguf,마케팅/캠페인기획.md,재무/지출보고.md,0.621465
hf.co/mykor/KURE-v1-gguf,마케팅/캠페인기획.md,재무/투자계획.md,0.544315
hf.co/mykor/KURE-v1-gguf,마케팅/캠페인기획.md,재무/회계정책.md,0.495720
hf.co/mykor/KURE-v1-gguf,마케팅/파트너십제휴.md,법무/계약검토메모.md,0.490941
hf.co/mykor/KURE-v1-gguf,마케팅/파트너십제휴.md,인사/복지제도.md,0.438708
hf.co/mykor/KURE-v1-gguf,마케팅/파트너십제휴.md,인사/온보딩.md,0.432103
hf.co/mykor/KURE-v1-gguf,마케팅/파트너십제휴.md,인사/조직개편.md,0.486192
hf.co/mykor/KURE-v1-gguf,마케팅/파트너십제휴.md,인사/채용계획.md,0.432003
hf.co/mykor/KURE-v1-gguf,마케팅/파트너십제휴.md,인사/평가제도.md,0.440738
hf.co/mykor/KURE-v1-gguf,마케팅/파트너십제휴.md,재무/감사대응.md,0.538814
hf.co/mykor/KURE-v1-gguf,마케팅/파트너십제휴.md,재무/예산계획.md,0.542066
hf.co/mykor/KURE-v1-gguf,마케팅/파트너십제휴.md,재무/원가분석.md,0.480782
hf.co/mykor/KURE-v1-gguf,마케팅/파트너십제휴.md,재무/지출보고.md,0.508428
hf.co/mykor/KURE-v1-gguf,마케팅/파트너십제휴.md,재무/투자계획.md,0.480784
hf.co/mykor/KURE-v1-gguf,마케팅/파트너십제휴.md,재무/회계정책.md,0.551881
hf.co/mykor/KURE-v1-gguf,법무/계약검토메모.md,인사/복지제도.md,0.410681
hf.co/mykor/KURE-v1-gguf,법무/계약검토메모.md,인사/온보딩.md,0.492746
hf.co/mykor/KURE-v1-gguf,법무/계약검토메모.md,인사/조직개편.md,0.466923
hf.co/mykor/KURE-v1-gguf,법무/계약검토메모.md,인사/채용계획.md,0.449770
hf.co/mykor/KURE-v1-gguf,법무/계약검토메모.md,인사/평가제도.md,0.528339
hf.co/mykor/KURE-v1-gguf,법무/계약검토메모.md,재무/감사대응.md,0.469198
hf.co/mykor/KURE-v1-gguf,법무/계약검토메모.md,재무/예산계획.md,0.497857
hf.co/mykor/KURE-v1-gguf,법무/계약검토메모.md,재무/원가분석.md,0.414804
hf.co/mykor/KURE-v1-gguf,법무/계약검토메모.md,재무/지출보고.md,0.461396
hf.co/mykor/KURE-v1-gguf,법무/계약검토메모.md,재무/투자계획.md,0.436939
hf.co/mykor/KURE-v1-gguf,법무/계약검토메모.md,재무/회계정책.md,0.512470
hf.co/mykor/KURE-v1-gguf,인사/복지제도.md,인사/온보딩.md,0.652682
hf.co/mykor/KURE-v1-gguf,인사/복지제도.md,인사/조직개편.md,0.524141
hf.co/mykor/KURE-v1-gguf,인사/복지제도.md,인사/채용계획.md,0.630780
hf.co/mykor/KURE-v1-gguf,인사/복지제도.md,인사/평가제도.md,0.660441
hf.co/mykor/KURE-v1-gguf,인사/복지제도.md,재무/감사대응.md,0.513675
hf.co/mykor/KURE-v1-gguf,인사/복지제도.md,재무/예산계획.md,0.568832
hf.co/mykor/KURE-v1-gguf,인사/복지제도.md,재무/원가분석.md,0.416931
hf.co/mykor/KURE-v1-gguf,인사/복지제도.md,재무/지출보고.md,0.539744
hf.co/mykor/KURE-v1-gguf,인사/복지제도.md,재무/투자계획.md,0.521169
hf.co/mykor/KURE-v1-gguf,인사/복지제도.md,재무/회계정책.md,0.536303
hf.co/mykor/KURE-v1-gguf,인사/온보딩.md,인사/조직개편.md,0.595725
hf.co/mykor/KURE-v1-gguf,인사/온보딩.md,인사/채용계획.md,0.690220
hf.co/mykor/KURE-v1-gguf,인사/온보딩.md,인사/평가제도.md,0.670761
hf.co/mykor/KURE-v1-gguf,인사/온보딩.md,재무/감사대응.md,0.530158
hf.co/mykor/KURE-v1-gguf,인사/온보딩.md,재무/예산계획.md,0.530986
hf.co/mykor/KURE-v1-gguf,인사/온보딩.md,재무/원가분석.md,0.424119
hf.co/mykor/KURE-v1-gguf,인사/온보딩.md,재무/지출보고.md,0.590872
hf.co/mykor/KURE-v1-gguf,인사/온보딩.md,재무/투자계획.md,0.496573
hf.co/mykor/KURE-v1-gguf,인사/온보딩.md,재무/회계정책.md,0.554752
hf.co/mykor/KURE-v1-gguf,인사/조직개편.md,인사/채용계획.md,0.713313
hf.co/mykor/KURE-v1-gguf,인사/조직개편.md,인사/평가제도.md,0.650148
hf.co/mykor/KURE-v1-gguf,인사/조직개편.md,재무/감사대응.md,0.542349
hf.co/mykor/KURE-v1-gguf,인사/조직개편.md,재무/예산계획.md,0.685245
hf.co/mykor/KURE-v1-gguf,인사/조직개편.md,재무/원가분석.md,0.604901
hf.co/mykor/KURE-v1-gguf,인사/조직개편.md,재무/지출보고.md,0.649835
hf.co/mykor/KURE-v1-gguf,인사/조직개편.md,재무/투자계획.md,0.576718
hf.co/mykor/KURE-v1-gguf,인사/조직개편.md,재무/회계정책.md,0.522401
hf.co/mykor/KURE-v1-gguf,인사/채용계획.md,인사/평가제도.md,0.729894
hf.co/mykor/KURE-v1-gguf,인사/채용계획.md,재무/감사대응.md,0.609567
hf.co/mykor/KURE-v1-gguf,인사/채용계획.md,재무/예산계획.md,0.635775
hf.co/mykor/KURE-v1-gguf,인사/채용계획.md,재무/원가분석.md,0.468165
hf.co/mykor/KURE-v1-gguf,인사/채용계획.md,재무/지출보고.md,0.626614
hf.co/mykor/KURE-v1-gguf,인사/채용계획.md,재무/투자계획.md,0.550039
hf.co/mykor/KURE-v1-gguf,인사/채용계획.md,재무/회계정책.md,0.466012
hf.co/mykor/KURE-v1-gguf,인사/평가제도.md,재무/감사대응.md,0.623717
hf.co/mykor/KURE-v1-gguf,인사/평가제도.md,재무/예산계획.md,0.603584
hf.co/mykor/KURE-v1-gguf,인사/평가제도.md,재무/원가분석.md,0.479641
hf.co/mykor/KURE-v1-gguf,인사/평가제도.md,재무/지출보고.md,0.640974
hf.co/mykor/KURE-v1-gguf,인사/평가제도.md,재무/투자계획.md,0.532308
hf.co/mykor/KURE-v1-gguf,인사/평가제도.md,재무/회계정책.md,0.565594
hf.co/mykor/KURE-v1-gguf,재무/감사대응.md,재무/예산계획.md,0.629176
hf.co/mykor/KURE-v1-gguf,재무/감사대응.md,재무/원가분석.md,0.580299
hf.co/mykor/KURE-v1-gguf,재무/감사대응.md,재무/지출보고.md,0.690554
hf.co/mykor/KURE-v1-gguf,재무/감사대응.md,재무/투자계획.md,0.568739
hf.co/mykor/KURE-v1-gguf,재무/감사대응.md,재무/회계정책.md,0.678323
hf.co/mykor/KURE-v1-gguf,재무/예산계획.md,재무/원가분석.md,0.729503
hf.co/mykor/KURE-v1-gguf,재무/예산계획.md,재무/지출보고.md,0.741453
hf.co/mykor/KURE-v1-gguf,재무/예산계획.md,재무/투자계획.md,0.691430
hf.co/mykor/KURE-v1-gguf,재무/예산계획.md,재무/회계정책.md,0.679528
hf.co/mykor/KURE-v1-gguf,재무/원가분석.md,재무/지출보고.md,0.722411
hf.co/mykor/KURE-v1-gguf,재무/원가분석.md,재무/투자계획.md,0.690515
hf.co/mykor/KURE-v1-gguf,재무/원가분석.md,재무/회계정책.md,0.503910
hf.co/mykor/KURE-v1-gguf,재무/지출보고.md,재무/투자계획.md,0.650854
hf.co/mykor/KURE-v1-gguf,재무/지출보고.md,재무/회계정책.md,0.538904
hf.co/mykor/KURE-v1-gguf,재무/투자계획.md,재무/회계정책.md,0.496983
